# Wavelength Flux
4.777165e+03 1.008208e+00
4.777179e+03 1.015435e+00
4.777193e+03 9.994103e-01
4.777207e+03 1.044988e+00
4.777221e+03 1.086525e+00
4.777236e+03 1.123436e+00
4.777250e+03 1.077107e+00
4.777264e+03 1.005484e+00
4.777279e+03 1.018498e+00
4.777293e+03 9.659103e-01
4.777307e+03 7.759812e-01
4.777321e+03 8.596795e-01
4.777335e+03 9.669998e-01
4.777350e+03 9.066916e-01
4.777364e+03 9.698904e-01
4.777378e+03 1.152656e+00
4.777392e+03 1.212392e+00
4.777406e+03 1.087276e+00
4.777421e+03 9.937190e-01
4.777435e+03 9.790472e-01
4.777449e+03 9.939698e-01
4.777463e+03 1.044169e+00
4.777478e+03 1.082365e+00
4.777492e+03 1.092482e+00
4.777506e+03 1.080105e+00
4.777520e+03 1.101477e+00
4.777534e+03 1.103856e+00
4.777548e+03 1.073803e+00
4.777563e+03 9.776703e-01
4.777577e+03 9.721506e-01
4.777591e+03 9.756535e-01
4.777606e+03 9.624053e-01
4.777620e+03 1.006432e+00
4.777634e+03 1.120313e+00
4.777648e+03 1.045432e+00
4.777662e+03 9.832767e-01
4.777676e+03 9.694151e-01
4.777691e+03 9.519529e-01
4.777705e+03 9.266820e-01
4.777719e+03 1.029322e+00
4.777734e+03 1.067926e+00
4.777748e+03 9.793490e-01
4.777762e+03 8.872786e-01
4.777776e+03 9.600439e-01
4.777790e+03 9.855595e-01
4.777804e+03 9.682840e-01
4.777819e+03 9.851390e-01
4.777833e+03 9.640643e-01
4.777847e+03 9.451824e-01
4.777862e+03 9.902578e-01
4.777876e+03 9.611205e-01
4.777890e+03 8.827742e-01
4.777904e+03 9.353715e-01
4.777918e+03 9.740686e-01
4.777932e+03 1.075249e+00
4.777947e+03 1.020781e+00
4.777961e+03 9.543199e-01
4.777975e+03 9.225389e-01
4.777989e+03 9.219882e-01
4.778004e+03 9.713739e-01
4.778018e+03 9.830118e-01
4.778032e+03 9.954122e-01
4.778046e+03 1.006015e+00
4.778060e+03 9.913306e-01
4.778075e+03 9.595458e-01
4.778089e+03 9.229452e-01
4.778103e+03 9.096728e-01
4.778117e+03 1.013491e+00
4.778131e+03 9.857141e-01
4.778145e+03 9.127154e-01
4.778160e+03 9.807889e-01
4.778174e+03 9.983414e-01
4.778188e+03 1.072010e+00
4.778203e+03 1.030130e+00
4.778217e+03 9.752473e-01
4.778231e+03 9.554629e-01
4.778245e+03 9.277971e-01
4.778259e+03 8.593751e-01
4.778273e+03 9.310696e-01
4.778288e+03 9.933012e-01
4.778302e+03 1.004860e+00
4.778316e+03 9.894744e-01
4.778331e+03 9.548820e-01
4.778345e+03 8.857042e-01
4.778359e+03 9.932549e-01
4.778373e+03 1.044343e+00
4.778387e+03 1.042412e+00
4.778401e+03 1.031155e+00
4.778416e+03 1.232178e+00
4.778430e+03 1.351689e+00
4.778444e+03 1.462193e+00
4.778459e+03 1.176985e+00
4.778473e+03 9.684434e-01
4.778487e+03 9.309508e-01
4.778501e+03 9.644267e-01
4.778515e+03 1.036438e+00
4.778529e+03 1.059079e+00
4.778544e+03 1.053292e+00
4.778558e+03 9.535950e-01
4.778572e+03 9.415211e-01
4.778586e+03 9.446601e-01
4.778601e+03 9.920735e-01
4.778615e+03 9.979936e-01
4.778629e+03 9.518633e-01
4.778643e+03 9.907541e-01
4.778657e+03 1.032056e+00
4.778672e+03 1.105776e+00
4.778686e+03 1.050707e+00
4.778700e+03 8.608489e-01
4.778714e+03 9.459574e-01
4.778728e+03 9.664471e-01
4.778743e+03 9.400213e-01
4.778757e+03 9.485517e-01
4.778771e+03 9.636730e-01
4.778785e+03 9.867885e-01
4.778800e+03 1.004423e+00
4.778814e+03 1.026734e+00
4.778828e+03 9.737114e-01
4.778842e+03 9.258707e-01
4.778856e+03 9.472351e-01
4.778870e+03 9.639108e-01
4.778885e+03 9.621268e-01
4.778899e+03 1.026546e+00
4.778913e+03 1.059292e+00
4.778928e+03 1.001412e+00
4.778942e+03 1.020076e+00
4.778956e+03 1.053004e+00
4.778970e+03 1.079056e+00
4.778984e+03 1.086940e+00
4.778998e+03 1.023845e+00
4.779013e+03 1.034699e+00
4.779027e+03 9.966743e-01
4.779041e+03 9.629533e-01
4.779056e+03 9.615530e-01
4.779070e+03 9.736946e-01
4.779084e+03 9.952821e-01
4.779098e+03 1.027351e+00
4.779112e+03 9.433652e-01
4.779126e+03 9.806297e-01
4.779141e+03 1.039080e+00
4.779155e+03 1.033614e+00
4.779169e+03 1.040357e+00
4.779184e+03 1.031025e+00
4.779198e+03 1.080811e+00
4.779212e+03 1.098406e+00
4.779226e+03 1.038810e+00
4.779240e+03 1.014512e+00
4.779254e+03 9.947114e-01
4.779269e+03 1.003065e+00
4.779283e+03 1.002480e+00
4.779297e+03 9.658141e-01
4.779311e+03 1.005418e+00
4.779326e+03 1.056906e+00
4.779340e+03 1.045988e+00
4.779354e+03 1.010485e+00
4.779368e+03 9.225308e-01
4.779382e+03 9.801393e-01
4.779397e+03 1.026445e+00
4.779411e+03 9.867730e-01
4.779425e+03 9.786569e-01
4.779439e+03 9.781206e-01
4.779453e+03 9.896350e-01
4.779468e+03 1.000745e+00
4.779482e+03 1.018085e+00
4.779496e+03 1.027225e+00
4.779511e+03 1.020654e+00
4.779525e+03 1.062818e+00
4.779539e+03 1.046743e+00
4.779553e+03 9.782100e-01
4.779567e+03 1.004677e+00
4.779581e+03 1.023346e+00
4.779596e+03 1.017685e+00
4.779610e+03 9.858027e-01
4.779624e+03 8.618377e-01
4.779639e+03 9.849297e-01
4.779653e+03 1.025050e+00
4.779667e+03 1.031032e+00
4.779681e+03 1.006028e+00
4.779695e+03 9.824438e-01
4.779709e+03 9.904025e-01
4.779724e+03 1.014931e+00
4.779738e+03 1.064383e+00
4.779752e+03 1.031778e+00
4.779767e+03 1.012766e+00
4.779781e+03 1.029277e+00
4.779795e+03 1.025184e+00
4.779809e+03 1.017586e+00
4.779823e+03 1.012741e+00
4.779837e+03 1.019208e+00
4.779852e+03 1.008843e+00
4.779866e+03 9.824672e-01
4.779880e+03 9.566185e-01
4.779894e+03 9.619482e-01
4.779908e+03 9.045873e-01
4.779923e+03 8.111812e-01
4.779937e+03 8.178425e-01
4.779951e+03 8.116545e-01
4.779965e+03 7.584823e-01
4.779980e+03 7.755978e-01
4.779994e+03 7.619895e-01
4.780008e+03 8.139375e-01
4.780022e+03 8.190159e-01
4.780036e+03 7.911960e-01
4.780050e+03 8.501963e-01
4.780065e+03 9.193726e-01
4.780079e+03 9.994180e-01
4.780093e+03 1.026242e+00
4.780108e+03 1.016307e+00
4.780122e+03 9.843341e-01
4.780136e+03 9.972356e-01
4.780150e+03 9.949054e-01
4.780164e+03 1.020946e+00
4.780178e+03 1.043823e+00
4.780193e+03 1.025060e+00
4.780207e+03 1.021044e+00
4.780221e+03 1.019990e+00
4.780236e+03 1.023510e+00
4.780250e+03 1.031098e+00
4.780264e+03 1.056516e+00
4.780278e+03 1.035372e+00
4.780292e+03 1.006824e+00
4.780306e+03 9.774402e-01
4.780321e+03 9.914544e-01
4.780335e+03 1.054517e+00
4.780349e+03 1.035240e+00
4.780364e+03 1.020472e+00
4.780378e+03 1.020816e+00
4.780392e+03 9.954799e-01
4.780406e+03 1.040073e+00
4.780420e+03 1.053776e+00
4.780434e+03 1.084663e+00
4.780449e+03 1.056366e+00
4.780463e+03 1.022290e+00
4.780477e+03 9.897299e-01
4.780491e+03 1.061130e+00
4.780506e+03 1.019892e+00
4.780520e+03 9.254096e-01
4.780534e+03 1.022628e+00
4.780548e+03 1.100880e+00
4.780562e+03 1.028882e+00
4.780577e+03 1.031170e+00
4.780591e+03 1.041253e+00
4.780605e+03 1.021702e+00
4.780619e+03 9.977371e-01
4.780633e+03 9.493618e-01
4.780648e+03 9.820174e-01
4.780662e+03 1.008508e+00
4.780676e+03 1.053621e+00
4.780690e+03 1.033695e+00
4.780705e+03 9.925473e-01
4.780719e+03 1.042880e+00
4.780733e+03 1.052594e+00
4.780747e+03 9.729391e-01
4.780761e+03 1.016039e+00
4.780775e+03 1.019376e+00
4.780790e+03 9.958694e-01
4.780804e+03 9.897485e-01
4.780818e+03 9.901052e-01
4.780833e+03 9.893936e-01
4.780847e+03 1.023259e+00
4.780861e+03 1.044416e+00
4.780875e+03 1.057289e+00
4.780889e+03 1.027657e+00
4.780903e+03 1.028050e+00
4.780918e+03 1.007630e+00
4.780932e+03 9.882655e-01
4.780946e+03 1.001583e+00
4.780961e+03 1.021483e+00
4.780975e+03 1.079216e+00
4.780989e+03 1.047975e+00
4.781003e+03 9.989612e-01
4.781017e+03 9.842871e-01
4.781031e+03 9.879578e-01
4.781046e+03 1.013600e+00
4.781060e+03 1.033313e+00
4.781074e+03 1.045252e+00
4.781089e+03 1.025524e+00
4.781103e+03 1.006143e+00
4.781117e+03 9.832392e-01
4.781131e+03 9.952281e-01
4.781145e+03 1.014141e+00
4.781159e+03 1.058943e+00
4.781174e+03 1.039467e+00
4.781188e+03 9.956617e-01
4.781202e+03 1.031638e+00
4.781216e+03 1.035082e+00
4.781230e+03 1.039306e+00
4.781245e+03 1.032846e+00
4.781259e+03 1.025579e+00
4.781273e+03 1.015520e+00
4.781287e+03 1.019702e+00
4.781302e+03 1.019097e+00
4.781316e+03 1.003135e+00
4.781330e+03 9.849129e-01
4.781344e+03 1.016034e+00
4.781358e+03 1.015721e+00
4.781372e+03 1.024908e+00
4.781387e+03 1.070787e+00
4.781401e+03 1.035380e+00
4.781415e+03 1.008274e+00
4.781430e+03 1.020431e+00
4.781444e+03 1.027117e+00
4.781458e+03 1.006518e+00
4.781472e+03 1.016468e+00
4.781486e+03 1.023346e+00
4.781501e+03 1.015982e+00
4.781515e+03 1.015836e+00
4.781529e+03 1.018617e+00
4.781543e+03 1.007448e+00
4.781558e+03 1.052643e+00
4.781572e+03 1.070030e+00
4.781586e+03 1.016303e+00
4.781600e+03 9.994805e-01
4.781614e+03 9.944507e-01
4.781629e+03 9.829070e-01
4.781643e+03 9.697424e-01
4.781657e+03 9.788353e-01
4.781671e+03 9.860093e-01
4.781686e+03 9.930884e-01
4.781700e+03 1.010978e+00
4.781714e+03 1.028551e+00
4.781728e+03 1.039435e+00
4.781742e+03 1.038272e+00
4.781757e+03 1.032247e+00
4.781771e+03 1.042616e+00
4.781785e+03 1.020061e+00
4.781799e+03 1.028531e+00
4.781813e+03 1.029599e+00
4.781828e+03 1.021273e+00
4.781842e+03 9.987534e-01
4.781856e+03 1.011149e+00
4.781870e+03 1.047190e+00
4.781885e+03 1.031687e+00
4.781899e+03 9.909449e-01
4.781913e+03 1.015046e+00
4.781927e+03 1.053361e+00
4.781941e+03 1.053600e+00
4.781955e+03 1.029981e+00
4.781970e+03 1.020465e+00
4.781984e+03 1.017941e+00
4.781998e+03 1.022965e+00
4.782013e+03 1.023789e+00
4.782027e+03 1.015081e+00
4.782041e+03 1.023010e+00
4.782055e+03 1.032342e+00
4.782069e+03 1.024259e+00
4.782083e+03 1.027361e+00
4.782098e+03 1.015623e+00
4.782112e+03 1.035199e+00
4.782126e+03 1.027209e+00
4.782141e+03 9.956899e-01
4.782155e+03 1.008919e+00
4.782169e+03 1.028961e+00
4.782183e+03 1.039491e+00
4.782197e+03 1.008874e+00
4.782211e+03 9.941908e-01
4.782226e+03 1.017973e+00
4.782240e+03 1.025158e+00
4.782254e+03 9.665164e-01
4.782269e+03 9.822800e-01
4.782283e+03 1.004419e+00
4.782297e+03 1.019967e+00
4.782311e+03 1.020058e+00
4.782325e+03 1.011087e+00
4.782339e+03 9.911135e-01
4.782354e+03 1.008577e+00
4.782368e+03 1.052232e+00
4.782382e+03 1.048912e+00
4.782396e+03 1.033035e+00
4.782411e+03 1.018058e+00
4.782425e+03 9.931474e-01
4.782439e+03 1.048493e+00
4.782453e+03 1.026683e+00
4.782467e+03 1.001405e+00
4.782482e+03 1.023249e+00
4.782496e+03 1.027184e+00
4.782510e+03 1.030626e+00
4.782524e+03 1.009932e+00
4.782538e+03 1.013235e+00
4.782552e+03 1.047147e+00
4.782567e+03 1.015476e+00
4.782581e+03 9.914111e-01
4.782595e+03 9.731053e-01
4.782610e+03 1.008257e+00
4.782624e+03 1.023013e+00
4.782638e+03 9.897835e-01
4.782652e+03 9.909773e-01
4.782666e+03 1.025046e+00
4.782680e+03 1.030635e+00
4.782695e+03 1.035304e+00
4.782709e+03 1.036161e+00
4.782723e+03 1.039816e+00
4.782738e+03 1.043970e+00
4.782752e+03 1.017278e+00
4.782766e+03 1.001221e+00
4.782780e+03 9.863581e-01
4.782794e+03 9.980810e-01
4.782808e+03 1.019839e+00
4.782823e+03 1.007260e+00
4.782837e+03 1.004508e+00
4.782851e+03 1.000984e+00
4.782866e+03 1.039596e+00
4.782880e+03 1.046637e+00
4.782894e+03 1.025079e+00
4.782908e+03 1.014539e+00
4.782922e+03 1.001419e+00
4.782936e+03 1.056035e+00
4.782951e+03 1.038541e+00
4.782965e+03 1.033696e+00
4.782979e+03 1.029997e+00
4.782993e+03 1.038591e+00
4.783008e+03 1.029667e+00
4.783022e+03 1.024063e+00
4.783036e+03 1.012500e+00
4.783050e+03 1.017536e+00
4.783064e+03 1.030272e+00
4.783079e+03 1.026986e+00
4.783093e+03 1.020864e+00
4.783107e+03 1.022548e+00
4.783121e+03 1.035759e+00
4.783135e+03 1.028420e+00
4.783150e+03 1.026725e+00
4.783164e+03 1.030791e+00
4.783178e+03 1.026258e+00
4.783192e+03 1.021998e+00
4.783207e+03 1.016632e+00
4.783221e+03 1.025964e+00
4.783235e+03 1.095702e+00
4.783249e+03 1.012203e+00
4.783263e+03 1.006937e+00
4.783277e+03 1.012910e+00
4.783292e+03 1.004884e+00
4.783306e+03 1.001825e+00
4.783320e+03 9.901370e-01
4.783335e+03 9.699521e-01
4.783349e+03 9.634648e-01
4.783363e+03 9.357554e-01
4.783377e+03 9.166517e-01
4.783391e+03 8.929590e-01
4.783405e+03 8.759978e-01
4.783420e+03 8.725895e-01
4.783434e+03 8.758309e-01
4.783448e+03 8.906828e-01
4.783463e+03 9.153111e-01
4.783477e+03 9.339545e-01
4.783491e+03 9.600758e-01
4.783505e+03 9.716855e-01
4.783519e+03 9.797586e-01
4.783533e+03 9.938105e-01
4.783548e+03 9.962673e-01
4.783562e+03 1.005786e+00
4.783576e+03 1.012458e+00
4.783591e+03 1.022599e+00
4.783605e+03 1.026114e+00
4.783619e+03 1.040165e+00
4.783633e+03 1.025667e+00
4.783647e+03 9.990318e-01
4.783662e+03 1.013031e+00
4.783676e+03 1.023402e+00
4.783690e+03 1.012612e+00
4.783704e+03 1.003579e+00
4.783718e+03 9.933190e-01
4.783733e+03 9.981927e-01
4.783747e+03 1.000803e+00
4.783761e+03 1.004708e+00
4.783775e+03 1.008371e+00
4.783790e+03 9.849468e-01
4.783804e+03 9.944004e-01
4.783818e+03 9.929445e-01
4.783832e+03 9.842479e-01
4.783846e+03 9.872404e-01
4.783860e+03 9.968728e-01
4.783875e+03 9.991130e-01
4.783889e+03 9.955902e-01
4.783903e+03 9.862783e-01
4.783918e+03 1.000713e+00
4.783932e+03 9.973046e-01
4.783946e+03 9.892964e-01
4.783960e+03 9.944929e-01
4.783974e+03 9.890868e-01
4.783988e+03 9.916627e-01
4.784003e+03 9.943525e-01
4.784017e+03 9.916330e-01
4.784031e+03 9.870573e-01
4.784046e+03 9.856296e-01
4.784060e+03 9.886145e-01
4.784074e+03 9.938725e-01
4.784088e+03 9.961100e-01
4.784102e+03 9.887652e-01
4.784116e+03 9.879118e-01
4.784131e+03 9.915696e-01
4.784145e+03 9.921051e-01
4.784159e+03 9.834703e-01
4.784174e+03 9.841443e-01
4.784188e+03 9.872328e-01
4.784202e+03 9.830879e-01
4.784216e+03 9.848031e-01
4.784230e+03 9.808151e-01
4.784244e+03 9.863276e-01
4.784259e+03 9.940323e-01
4.784273e+03 9.929932e-01
4.784287e+03 9.878766e-01
4.784301e+03 9.844557e-01
4.784315e+03 9.846066e-01
4.784330e+03 9.875594e-01
4.784344e+03 9.930928e-01
4.784358e+03 9.883354e-01
4.784372e+03 9.928663e-01
4.784387e+03 9.981837e-01
4.784401e+03 9.893770e-01
4.784415e+03 9.894105e-01
4.784429e+03 9.813767e-01
4.784443e+03 9.878078e-01
4.784457e+03 9.943672e-01
4.784472e+03 9.941490e-01
4.784486e+03 9.993182e-01
4.784500e+03 9.967217e-01
4.784515e+03 9.942361e-01
4.784529e+03 9.912512e-01
4.784543e+03 9.922743e-01
4.784557e+03 9.915677e-01
4.784571e+03 9.915395e-01
4.784585e+03 9.909852e-01
4.784600e+03 9.926232e-01
4.784614e+03 9.918492e-01
4.784628e+03 9.908447e-01
4.784643e+03 9.957512e-01
4.784657e+03 9.839956e-01
4.784671e+03 9.943643e-01
4.784685e+03 9.982794e-01
4.784699e+03 9.890645e-01
4.784713e+03 9.858040e-01
4.784728e+03 9.914658e-01
4.784742e+03 9.902961e-01
4.784756e+03 9.949381e-01
4.784771e+03 9.934276e-01
4.784785e+03 9.958875e-01
4.784799e+03 9.950328e-01
4.784813e+03 9.941157e-01
4.784827e+03 9.976190e-01
4.784841e+03 9.927236e-01
4.784856e+03 9.978452e-01
4.784870e+03 9.963012e-01
4.784884e+03 9.894054e-01
4.784898e+03 9.968985e-01
4.784913e+03 9.967991e-01
4.784927e+03 9.985636e-01
4.784941e+03 9.957941e-01
4.784955e+03 9.780678e-01
4.784969e+03 9.992600e-01
4.784984e+03 1.000630e+00
4.784998e+03 9.981873e-01
4.785012e+03 9.916086e-01
4.785026e+03 9.980334e-01
4.785040e+03 9.967246e-01
4.785055e+03 9.902809e-01
4.785069e+03 9.839344e-01
4.785083e+03 9.871302e-01
4.785097e+03 9.991944e-01
4.785112e+03 9.936086e-01
4.785126e+03 9.829900e-01
4.785140e+03 9.873134e-01
4.785154e+03 9.961814e-01
4.785168e+03 9.926211e-01
4.785182e+03 9.900234e-01
4.785197e+03 9.914944e-01
4.785211e+03 1.002099e+00
4.785225e+03 9.867271e-01
4.785240e+03 9.934738e-01
4.785254e+03 9.971554e-01
4.785268e+03 9.871277e-01
4.785282e+03 9.903786e-01
4.785296e+03 9.931884e-01
4.785310e+03 9.967897e-01
4.785325e+03 9.978691e-01
4.785339e+03 9.974079e-01
4.785353e+03 9.985063e-01
4.785368e+03 9.991648e-01
4.785382e+03 1.000311e+00
4.785396e+03 9.939788e-01
4.785410e+03 9.891319e-01
4.785424e+03 9.909210e-01
4.785438e+03 1.002353e+00
4.785453e+03 1.002821e+00
4.785467e+03 1.002086e+00
4.785481e+03 9.965047e-01
4.785496e+03 1.005075e+00
4.785510e+03 1.006540e+00
4.785524e+03 9.926581e-01
4.785538e+03 9.901629e-01
4.785552e+03 9.901456e-01
4.785566e+03 9.901516e-01
4.785581e+03 1.000170e+00
4.785595e+03 9.904682e-01
4.785609e+03 9.899953e-01
4.785623e+03 9.926299e-01
4.785637e+03 9.946629e-01
4.785652e+03 9.896215e-01
4.785666e+03 9.798002e-01
4.785680e+03 9.915651e-01
4.785694e+03 9.919990e-01
4.785709e+03 9.900591e-01
4.785723e+03 9.915115e-01
4.785737e+03 9.871951e-01
4.785751e+03 9.886292e-01
4.785765e+03 9.923354e-01
4.785780e+03 9.827823e-01
4.785794e+03 9.938173e-01
4.785808e+03 9.922402e-01
4.785823e+03 9.862165e-01
4.785837e+03 9.940041e-01
4.785851e+03 9.945140e-01
4.785865e+03 9.836405e-01
4.785879e+03 9.886661e-01
4.785893e+03 9.967206e-01
4.785908e+03 9.956595e-01
4.785922e+03 9.951866e-01
4.785936e+03 9.883344e-01
4.785951e+03 9.843038e-01
4.785965e+03 9.928070e-01
4.785979e+03 9.828780e-01
4.785993e+03 9.868740e-01
4.786007e+03 9.828624e-01
4.786021e+03 9.884148e-01
4.786036e+03 1.001656e+00
4.786050e+03 9.820858e-01
4.786064e+03 9.822521e-01
4.786078e+03 9.937381e-01
4.786093e+03 9.773949e-01
4.786107e+03 9.849175e-01
4.786121e+03 9.877779e-01
4.786135e+03 9.817016e-01
4.786149e+03 9.769450e-01
4.786164e+03 9.868745e-01
4.786178e+03 9.846353e-01
4.786192e+03 9.973803e-01
4.786206e+03 9.869866e-01
4.786220e+03 9.772599e-01
4.786235e+03 9.787297e-01
4.786249e+03 9.701133e-01
4.786263e+03 9.773327e-01
4.786277e+03 9.829693e-01
4.786292e+03 9.769147e-01
4.786306e+03 9.737415e-01
4.786320e+03 9.764426e-01
4.786334e+03 9.797723e-01
4.786348e+03 9.867435e-01
4.786362e+03 9.942654e-01
4.786377e+03 9.927552e-01
4.786391e+03 9.896908e-01
4.786405e+03 9.849191e-01
4.786420e+03 9.781695e-01
4.786434e+03 9.689566e-01
4.786448e+03 9.653741e-01
4.786462e+03 9.628434e-01
4.786476e+03 9.405308e-01
4.786490e+03 9.285401e-01
4.786505e+03 9.138231e-01
4.786519e+03 8.952785e-01
4.786533e+03 8.867379e-01
4.786548e+03 9.021118e-01
4.786562e+03 8.871689e-01
4.786576e+03 9.033107e-01
4.786590e+03 9.181933e-01
4.786604e+03 9.306157e-01
4.786618e+03 9.457550e-01
4.786633e+03 9.584264e-01
4.786647e+03 9.683504e-01
4.786661e+03 9.730000e-01
4.786676e+03 9.763232e-01
4.786690e+03 9.775706e-01
4.786704e+03 9.688592e-01
4.786718e+03 9.653046e-01
4.786732e+03 9.580218e-01
4.786746e+03 9.333342e-01
4.786761e+03 9.213476e-01
4.786775e+03 9.034072e-01
4.786789e+03 8.735012e-01
4.786803e+03 8.571579e-01
4.786818e+03 8.659229e-01
4.786832e+03 8.766887e-01
4.786846e+03 8.932617e-01
4.786860e+03 9.132599e-01
4.786874e+03 9.367219e-01
4.786889e+03 9.542924e-01
4.786903e+03 9.544419e-01
4.786917e+03 9.599859e-01
4.786931e+03 9.687245e-01
4.786945e+03 9.820037e-01
4.786959e+03 9.810218e-01
4.786974e+03 9.861367e-01
4.786988e+03 9.888644e-01
4.787002e+03 9.875224e-01
4.787017e+03 9.995446e-01
4.787031e+03 9.893807e-01
4.787045e+03 9.897740e-01
4.787059e+03 9.925132e-01
4.787073e+03 9.941351e-01
4.787087e+03 1.008288e+00
4.787102e+03 9.924700e-01
4.787116e+03 9.929085e-01
4.787130e+03 1.001090e+00
4.787145e+03 9.999813e-01
4.787159e+03 9.882345e-01
4.787173e+03 9.981466e-01
4.787187e+03 9.962101e-01
4.787201e+03 9.852551e-01
4.787215e+03 9.881202e-01
4.787230e+03 9.949805e-01
4.787244e+03 1.002270e+00
4.787258e+03 9.923106e-01
4.787273e+03 1.000268e+00
4.787287e+03 9.963850e-01
4.787301e+03 9.943990e-01
4.787315e+03 9.992413e-01
4.787329e+03 9.939290e-01
4.787343e+03 9.947497e-01
4.787358e+03 9.777599e-01
4.787372e+03 9.918062e-01
4.787386e+03 9.980100e-01
4.787400e+03 9.901766e-01
4.787415e+03 9.918398e-01
4.787429e+03 9.933168e-01
4.787443e+03 1.006861e+00
4.787457e+03 1.012077e+00
4.787471e+03 1.003888e+00
4.787486e+03 9.913613e-01
4.787500e+03 9.958327e-01
4.787514e+03 9.973931e-01
4.787528e+03 9.809678e-01
4.787542e+03 9.870951e-01
4.787557e+03 1.027490e+00
4.787571e+03 9.874403e-01
4.787585e+03 9.987574e-01
4.787599e+03 1.004072e+00
4.787614e+03 9.990354e-01
4.787628e+03 9.937668e-01
4.787642e+03 9.974462e-01
4.787656e+03 9.971365e-01
4.787670e+03 9.971204e-01
4.787684e+03 9.894260e-01
4.787699e+03 9.868812e-01
4.787713e+03 9.845384e-01
4.787727e+03 9.893309e-01
4.787742e+03 9.880888e-01
4.787756e+03 9.930812e-01
4.787770e+03 9.860449e-01
4.787784e+03 9.823437e-01
4.787798e+03 9.847733e-01
4.787813e+03 9.880144e-01
4.787827e+03 9.786852e-01
4.787841e+03 9.740314e-01
4.787855e+03 9.716016e-01
4.787870e+03 9.768094e-01
4.787884e+03 9.811533e-01
4.787898e+03 9.796496e-01
4.787912e+03 9.826480e-01
4.787926e+03 9.850820e-01
4.787941e+03 9.932441e-01
4.787955e+03 9.862116e-01
