# Wavelength Flux
4.620328e+03 9.888400e-01
4.620342e+03 9.898222e-01
4.620356e+03 9.984667e-01
4.620370e+03 9.828254e-01
4.620384e+03 9.819667e-01
4.620398e+03 9.899101e-01
4.620412e+03 9.759304e-01
4.620426e+03 9.706529e-01
4.620440e+03 9.679783e-01
4.620454e+03 9.702365e-01
4.620467e+03 9.468189e-01
4.620482e+03 9.405985e-01
4.620495e+03 9.447103e-01
4.620509e+03 9.412404e-01
4.620523e+03 9.382462e-01
4.620537e+03 9.392881e-01
4.620551e+03 9.488035e-01
4.620564e+03 9.620700e-01
4.620579e+03 9.690757e-01
4.620592e+03 9.735001e-01
4.620606e+03 9.878195e-01
4.620620e+03 9.855770e-01
4.620634e+03 9.848251e-01
4.620648e+03 9.920573e-01
4.620662e+03 9.853606e-01
4.620676e+03 9.902162e-01
4.620690e+03 9.992410e-01
4.620704e+03 9.962130e-01
4.620717e+03 9.937308e-01
4.620731e+03 9.928155e-01
4.620745e+03 9.953832e-01
4.620759e+03 9.896064e-01
4.620773e+03 9.919221e-01
4.620787e+03 9.966009e-01
4.620801e+03 9.938895e-01
4.620815e+03 9.925327e-01
4.620828e+03 9.936830e-01
4.620843e+03 9.990725e-01
4.620856e+03 9.889765e-01
4.620870e+03 9.926949e-01
4.620884e+03 1.000035e+00
4.620898e+03 1.000829e+00
4.620912e+03 9.975015e-01
4.620926e+03 9.953683e-01
4.620940e+03 9.943409e-01
4.620953e+03 9.995589e-01
4.620968e+03 9.959207e-01
4.620981e+03 9.925168e-01
4.620995e+03 1.001282e+00
4.621009e+03 1.003287e+00
4.621023e+03 9.995142e-01
4.621037e+03 9.909503e-01
4.621051e+03 9.935344e-01
4.621065e+03 9.923818e-01
4.621079e+03 9.891424e-01
4.621092e+03 9.803208e-01
4.621106e+03 9.847420e-01
4.621120e+03 9.885970e-01
4.621134e+03 9.921921e-01
4.621148e+03 1.000784e+00
4.621162e+03 9.959168e-01
4.621176e+03 9.913557e-01
4.621190e+03 9.930762e-01
4.621204e+03 9.985119e-01
4.621217e+03 9.982114e-01
4.621231e+03 9.949860e-01
4.621245e+03 9.960877e-01
4.621259e+03 1.000039e+00
4.621273e+03 1.004311e+00
4.621287e+03 1.008685e+00
4.621301e+03 9.982120e-01
4.621314e+03 9.937537e-01
4.621329e+03 9.926816e-01
4.621342e+03 9.998587e-01
4.621356e+03 9.943848e-01
4.621370e+03 9.946370e-01
4.621384e+03 1.003957e+00
4.621398e+03 9.957879e-01
4.621412e+03 9.924814e-01
4.621426e+03 9.915314e-01
4.621440e+03 9.938146e-01
4.621454e+03 9.962497e-01
4.621467e+03 9.975143e-01
4.621481e+03 9.969966e-01
4.621495e+03 9.923188e-01
4.621509e+03 9.904913e-01
4.621523e+03 9.924464e-01
4.621537e+03 1.004396e+00
4.621551e+03 9.901155e-01
4.621565e+03 9.850284e-01
4.621578e+03 9.861780e-01
4.621593e+03 9.893161e-01
4.621606e+03 9.934098e-01
4.621620e+03 9.965005e-01
4.621634e+03 9.972094e-01
4.621648e+03 9.976451e-01
4.621662e+03 9.948322e-01
4.621676e+03 9.915330e-01
4.621690e+03 9.935789e-01
4.621703e+03 9.969791e-01
4.621717e+03 9.971202e-01
4.621731e+03 9.927355e-01
4.621745e+03 9.859470e-01
4.621759e+03 9.887173e-01
4.621773e+03 9.937312e-01
4.621787e+03 9.965370e-01
4.621801e+03 9.952878e-01
4.621815e+03 9.939988e-01
4.621829e+03 9.920174e-01
4.621842e+03 9.885269e-01
4.621856e+03 9.900694e-01
4.621870e+03 9.919078e-01
4.621884e+03 9.924040e-01
4.621898e+03 9.841805e-01
4.621912e+03 9.825954e-01
4.621926e+03 9.849467e-01
4.621939e+03 9.915591e-01
4.621954e+03 9.866825e-01
4.621967e+03 9.862649e-01
4.621981e+03 9.945493e-01
4.621995e+03 9.899431e-01
4.622009e+03 9.896415e-01
4.622023e+03 9.910197e-01
4.622037e+03 9.930397e-01
4.622051e+03 9.998807e-01
4.622064e+03 1.002495e+00
4.622079e+03 1.000492e+00
4.622092e+03 9.906181e-01
4.622106e+03 9.936329e-01
4.622120e+03 9.971488e-01
4.622134e+03 9.951239e-01
4.622148e+03 9.968112e-01
4.622162e+03 9.950659e-01
4.622176e+03 9.908178e-01
4.622190e+03 9.814756e-01
4.622203e+03 9.878662e-01
4.622217e+03 9.942617e-01
4.622231e+03 9.984806e-01
4.622245e+03 9.951151e-01
4.622259e+03 9.927393e-01
4.622273e+03 9.909785e-01
4.622287e+03 9.888331e-01
4.622301e+03 9.974828e-01
4.622315e+03 9.982937e-01
4.622328e+03 9.918415e-01
4.622343e+03 9.814969e-01
4.622356e+03 9.845855e-01
4.622370e+03 9.875517e-01
4.622384e+03 9.851155e-01
4.622398e+03 9.890466e-01
4.622412e+03 9.889007e-01
4.622425e+03 9.875551e-01
4.622440e+03 9.907761e-01
4.622453e+03 9.936818e-01
4.622467e+03 9.945844e-01
4.622481e+03 9.928132e-01
4.622495e+03 9.882499e-01
4.622509e+03 9.903533e-01
4.622523e+03 9.935138e-01
4.622537e+03 9.920639e-01
4.622551e+03 9.982463e-01
4.622565e+03 9.984550e-01
4.622579e+03 9.947968e-01
4.622592e+03 9.933383e-01
4.622606e+03 9.976538e-01
4.622620e+03 9.993662e-01
4.622634e+03 9.952047e-01
4.622648e+03 9.963067e-01
4.622662e+03 9.948041e-01
4.622676e+03 9.929451e-01
4.622689e+03 9.930384e-01
4.622704e+03 9.966241e-01
4.622717e+03 9.948479e-01
4.622731e+03 9.893494e-01
4.622745e+03 9.936982e-01
4.622759e+03 9.902316e-01
4.622773e+03 9.887694e-01
4.622787e+03 9.936119e-01
4.622801e+03 9.891282e-01
4.622814e+03 9.884757e-01
4.622829e+03 9.898638e-01
4.622842e+03 9.927216e-01
4.622856e+03 9.983195e-01
4.622870e+03 9.996644e-01
4.622884e+03 9.960449e-01
4.622898e+03 9.974763e-01
4.622912e+03 9.962720e-01
4.622926e+03 9.949927e-01
4.622940e+03 9.946199e-01
4.622953e+03 9.918771e-01
4.622968e+03 9.869339e-01
4.622981e+03 9.829565e-01
4.622995e+03 9.857697e-01
4.623009e+03 9.859585e-01
4.623023e+03 9.862766e-01
4.623037e+03 9.868574e-01
4.623051e+03 9.851002e-01
4.623065e+03 9.857152e-01
4.623078e+03 9.849843e-01
4.623092e+03 9.786925e-01
4.623106e+03 9.786559e-01
4.623120e+03 9.777424e-01
4.623134e+03 9.779193e-01
4.623148e+03 9.890808e-01
4.623162e+03 9.886088e-01
4.623175e+03 9.877080e-01
4.623190e+03 9.875653e-01
4.623203e+03 9.888129e-01
4.623217e+03 9.950895e-01
4.623231e+03 1.000733e+00
4.623245e+03 9.997280e-01
4.623259e+03 9.897605e-01
4.623273e+03 9.917220e-01
4.623287e+03 9.983752e-01
4.623301e+03 9.854192e-01
4.623314e+03 9.969177e-01
4.623329e+03 1.000631e+00
4.623342e+03 9.924722e-01
4.623356e+03 9.994618e-01
4.623370e+03 9.977024e-01
4.623384e+03 9.951882e-01
4.623398e+03 9.972417e-01
4.623412e+03 9.978521e-01
4.623426e+03 9.963118e-01
4.623439e+03 9.949056e-01
4.623454e+03 1.005632e+00
4.623467e+03 9.981177e-01
4.623481e+03 9.934817e-01
4.623495e+03 9.936919e-01
4.623509e+03 9.815773e-01
4.623523e+03 9.961947e-01
4.623537e+03 1.007887e+00
4.623551e+03 9.955394e-01
4.623564e+03 9.963681e-01
4.623578e+03 9.981459e-01
4.623592e+03 9.995888e-01
4.623606e+03 9.982485e-01
4.623620e+03 1.002570e+00
4.623634e+03 1.001256e+00
4.623648e+03 9.940789e-01
4.623662e+03 1.000115e+00
4.623676e+03 1.000864e+00
4.623690e+03 1.000305e+00
4.623703e+03 9.986970e-01
4.623718e+03 1.003073e+00
4.623731e+03 1.001360e+00
4.623745e+03 9.972535e-01
4.623759e+03 9.937268e-01
4.623773e+03 9.921975e-01
4.623787e+03 9.948968e-01
4.623800e+03 1.001243e+00
4.623815e+03 9.952776e-01
4.623828e+03 9.967241e-01
4.623842e+03 9.974645e-01
4.623856e+03 9.957381e-01
4.623870e+03 9.999170e-01
4.623884e+03 1.000470e+00
4.623898e+03 9.983454e-01
4.623912e+03 9.917584e-01
4.623925e+03 9.984931e-01
4.623940e+03 1.000834e+00
4.623953e+03 1.000647e+00
4.623967e+03 9.994349e-01
4.623981e+03 1.002162e+00
4.623995e+03 1.001250e+00
4.624009e+03 9.946457e-01
4.624023e+03 9.951718e-01
4.624037e+03 9.925251e-01
4.624051e+03 9.915704e-01
4.624064e+03 9.974107e-01
4.624079e+03 9.955550e-01
4.624092e+03 9.956881e-01
4.624106e+03 9.962935e-01
4.624120e+03 9.954509e-01
4.624134e+03 9.968355e-01
4.624148e+03 9.952017e-01
4.624162e+03 9.908299e-01
4.624176e+03 9.901794e-01
4.624189e+03 9.912450e-01
4.624204e+03 9.901951e-01
4.624217e+03 9.839652e-01
4.624231e+03 9.913790e-01
4.624245e+03 9.917433e-01
4.624259e+03 9.898012e-01
4.624273e+03 9.869460e-01
4.624287e+03 9.909012e-01
4.624301e+03 9.882705e-01
4.624314e+03 9.831610e-01
4.624328e+03 9.935034e-01
4.624342e+03 9.953253e-01
4.624356e+03 9.957972e-01
4.624370e+03 9.955904e-01
4.624384e+03 9.955630e-01
4.624398e+03 9.911179e-01
4.624412e+03 9.874080e-01
4.624426e+03 9.889655e-01
4.624440e+03 9.859719e-01
4.624453e+03 9.885013e-01
4.624467e+03 9.934536e-01
4.624481e+03 9.991829e-01
4.624495e+03 9.953715e-01
4.624509e+03 9.875784e-01
4.624523e+03 9.789116e-01
4.624537e+03 9.876966e-01
4.624550e+03 9.857712e-01
4.624565e+03 9.838889e-01
4.624578e+03 9.836410e-01
4.624592e+03 9.814831e-01
4.624606e+03 9.851555e-01
4.624620e+03 9.883177e-01
4.624634e+03 9.869227e-01
4.624648e+03 9.855740e-01
4.624662e+03 9.844560e-01
4.624675e+03 9.838687e-01
4.624690e+03 9.888324e-01
4.624703e+03 9.870462e-01
4.624717e+03 9.884017e-01
4.624731e+03 9.920448e-01
4.624745e+03 9.934745e-01
4.624759e+03 9.875707e-01
4.624773e+03 9.828417e-01
4.624787e+03 9.826913e-01
4.624801e+03 9.889755e-01
4.624814e+03 9.909003e-01
4.624829e+03 9.909031e-01
4.624842e+03 9.884110e-01
4.624856e+03 9.884651e-01
4.624870e+03 9.899620e-01
4.624884e+03 9.915515e-01
4.624898e+03 9.875353e-01
4.624912e+03 9.816366e-01
4.624926e+03 9.773978e-01
4.624939e+03 9.745914e-01
4.624953e+03 9.745348e-01
4.624967e+03 9.673723e-01
4.624981e+03 9.562469e-01
4.624995e+03 9.414520e-01
4.625009e+03 9.319440e-01
4.625023e+03 9.303822e-01
4.625037e+03 9.304567e-01
4.625051e+03 9.293721e-01
4.625064e+03 9.344985e-01
4.625078e+03 9.424444e-01
4.625092e+03 9.517654e-01
4.625106e+03 9.622998e-01
4.625120e+03 9.723440e-01
4.625134e+03 9.808711e-01
4.625148e+03 9.877790e-01
4.625162e+03 9.862094e-01
4.625175e+03 9.858346e-01
4.625190e+03 9.814368e-01
4.625203e+03 9.739554e-01
4.625217e+03 9.887087e-01
4.625231e+03 9.885918e-01
4.625245e+03 9.892821e-01
4.625259e+03 9.952893e-01
4.625273e+03 9.940045e-01
4.625287e+03 9.962329e-01
4.625300e+03 9.966647e-01
4.625315e+03 9.912373e-01
4.625328e+03 9.932193e-01
4.625342e+03 9.943849e-01
4.625356e+03 9.945062e-01
4.625370e+03 9.922724e-01
4.625384e+03 9.977396e-01
4.625398e+03 9.949621e-01
4.625412e+03 9.884340e-01
4.625425e+03 9.977933e-01
4.625439e+03 9.900372e-01
4.625453e+03 9.908608e-01
4.625467e+03 1.001829e+00
4.625481e+03 9.966145e-01
4.625495e+03 9.948840e-01
4.625509e+03 9.930822e-01
4.625523e+03 9.911245e-01
4.625537e+03 9.869647e-01
4.625551e+03 9.909973e-01
4.625564e+03 9.949284e-01
4.625579e+03 9.907936e-01
4.625592e+03 9.910100e-01
4.625606e+03 9.921081e-01
4.625620e+03 9.929155e-01
4.625634e+03 9.932442e-01
4.625648e+03 9.885463e-01
4.625661e+03 9.866107e-01
4.625676e+03 9.869315e-01
4.625689e+03 9.921921e-01
4.625703e+03 9.939021e-01
4.625717e+03 9.903579e-01
4.625731e+03 9.826658e-01
4.625745e+03 9.840332e-01
4.625759e+03 9.911802e-01
4.625773e+03 9.952483e-01
4.625787e+03 9.934671e-01
4.625801e+03 9.854999e-01
4.625814e+03 9.908118e-01
4.625828e+03 9.943300e-01
4.625842e+03 9.859766e-01
4.625856e+03 9.919354e-01
4.625870e+03 9.923373e-01
4.625884e+03 9.905701e-01
4.625898e+03 9.858493e-01
4.625912e+03 9.959065e-01
4.625925e+03 9.941362e-01
4.625940e+03 9.882545e-01
4.625953e+03 9.911391e-01
4.625967e+03 9.922100e-01
4.625981e+03 9.998685e-01
4.625995e+03 1.010041e+00
4.626009e+03 1.003407e+00
4.626023e+03 9.951928e-01
4.626037e+03 9.916472e-01
4.626050e+03 9.932937e-01
4.626065e+03 9.846021e-01
4.626078e+03 9.736057e-01
4.626092e+03 9.617892e-01
4.626106e+03 9.497994e-01
4.626120e+03 9.418413e-01
4.626134e+03 9.326255e-01
4.626148e+03 9.244400e-01
4.626162e+03 9.185243e-01
4.626175e+03 9.192777e-01
4.626189e+03 9.241244e-01
4.626203e+03 9.315528e-01
4.626217e+03 9.415232e-01
4.626231e+03 9.480395e-01
4.626245e+03 9.576061e-01
4.626259e+03 9.691572e-01
4.626273e+03 9.778856e-01
4.626287e+03 9.845704e-01
4.626301e+03 9.812492e-01
4.626314e+03 9.750665e-01
4.626328e+03 9.903066e-01
4.626342e+03 9.958735e-01
4.626356e+03 9.928768e-01
4.626370e+03 9.848505e-01
4.626384e+03 9.868322e-01
4.626398e+03 9.873364e-01
4.626411e+03 9.886686e-01
4.626426e+03 9.908963e-01
4.626439e+03 9.913196e-01
4.626453e+03 9.886036e-01
4.626467e+03 9.901024e-01
4.626481e+03 9.981753e-01
4.626495e+03 9.976760e-01
4.626509e+03 9.943768e-01
4.626523e+03 9.913669e-01
4.626537e+03 9.925206e-01
4.626550e+03 9.918599e-01
4.626564e+03 9.897864e-01
4.626578e+03 9.899778e-01
4.626592e+03 9.928194e-01
4.626606e+03 9.970537e-01
4.626620e+03 9.981562e-01
4.626634e+03 9.981050e-01
4.626648e+03 9.983696e-01
4.626662e+03 9.954243e-01
4.626675e+03 9.898125e-01
4.626690e+03 9.853351e-01
4.626703e+03 9.950224e-01
4.626717e+03 9.880221e-01
4.626731e+03 9.881108e-01
4.626745e+03 9.906928e-01
4.626759e+03 9.921579e-01
4.626773e+03 9.876438e-01
4.626787e+03 9.866579e-01
4.626800e+03 9.872648e-01
4.626814e+03 9.896913e-01
4.626828e+03 9.864113e-01
4.626842e+03 9.856962e-01
4.626856e+03 9.871318e-01
4.626870e+03 9.893631e-01
4.626884e+03 9.877049e-01
4.626898e+03 9.866395e-01
4.626912e+03 9.852666e-01
4.626926e+03 9.897419e-01
4.626939e+03 9.863243e-01
4.626953e+03 9.821613e-01
4.626967e+03 9.787822e-01
4.626981e+03 9.794166e-01
4.626995e+03 9.831679e-01
4.627009e+03 9.893198e-01
4.627023e+03 9.965188e-01
4.627036e+03 9.891355e-01
4.627051e+03 9.894953e-01
4.627064e+03 9.893958e-01
4.627078e+03 9.873154e-01
4.627092e+03 9.992119e-01
4.627106e+03 9.963784e-01
4.627120e+03 9.916868e-01
4.627134e+03 9.908001e-01
4.627148e+03 9.865576e-01
4.627161e+03 9.896287e-01
4.627176e+03 9.936283e-01
4.627189e+03 9.973225e-01
4.627203e+03 9.897411e-01
4.627217e+03 9.863889e-01
4.627231e+03 9.850108e-01
4.627245e+03 9.848057e-01
4.627259e+03 9.893378e-01
4.627273e+03 9.918299e-01
4.627287e+03 9.938093e-01
4.627300e+03 9.932970e-01
4.627314e+03 9.910293e-01
4.627328e+03 9.886557e-01
4.627342e+03 9.865041e-01
4.627356e+03 9.897442e-01
4.627370e+03 9.922389e-01
4.627384e+03 9.922960e-01
4.627398e+03 9.905683e-01
4.627412e+03 9.940014e-01
4.627425e+03 9.932896e-01
4.627440e+03 9.924542e-01
4.627453e+03 9.919666e-01
4.627467e+03 9.923468e-01
4.627481e+03 9.889020e-01
4.627495e+03 9.859226e-01
4.627509e+03 9.843633e-01
4.627522e+03 9.896838e-01
4.627537e+03 9.859797e-01
4.627550e+03 9.869496e-01
4.627564e+03 9.947521e-01
4.627578e+03 9.894111e-01
4.627592e+03 9.919254e-01
4.627606e+03 9.918419e-01
4.627620e+03 9.875424e-01
4.627634e+03 9.953173e-01
4.627648e+03 9.899790e-01
4.627662e+03 9.871739e-01
4.627676e+03 9.923202e-01
4.627689e+03 9.909143e-01
4.627703e+03 9.929016e-01
4.627717e+03 9.945229e-01
4.627731e+03 9.938958e-01
4.627745e+03 9.931920e-01
4.627759e+03 9.949389e-01
4.627773e+03 9.945743e-01
4.627786e+03 9.884008e-01
4.627801e+03 9.889539e-01
4.627814e+03 9.899970e-01
4.627828e+03 9.895530e-01
4.627842e+03 9.861211e-01
4.627856e+03 9.926645e-01
4.627870e+03 9.938256e-01
4.627884e+03 9.945213e-01
4.627898e+03 9.950659e-01
4.627911e+03 9.902428e-01
4.627926e+03 9.879313e-01
4.627939e+03 9.866067e-01
4.627953e+03 9.940615e-01
4.627967e+03 9.893247e-01
4.627981e+03 9.883426e-01
4.627995e+03 9.889319e-01
4.628009e+03 9.884297e-01
4.628023e+03 9.937250e-01
4.628037e+03 9.868226e-01
4.628050e+03 9.775479e-01
4.628064e+03 9.843152e-01
4.628078e+03 9.724110e-01
4.628092e+03 9.726616e-01
4.628106e+03 9.743606e-01
4.628120e+03 9.673532e-01
4.628134e+03 9.666503e-01
4.628148e+03 9.662903e-01
4.628162e+03 9.669701e-01
4.628175e+03 9.708500e-01
4.628189e+03 9.685777e-01
4.628203e+03 9.711025e-01
4.628217e+03 9.757488e-01
4.628231e+03 9.802631e-01
4.628245e+03 9.843670e-01
4.628259e+03 9.921275e-01
4.628272e+03 9.964697e-01
4.628287e+03 9.882657e-01
4.628300e+03 9.896272e-01
4.628314e+03 9.890428e-01
4.628328e+03 9.878617e-01
4.628342e+03 9.846307e-01
4.628356e+03 9.893646e-01
4.628370e+03 9.977363e-01
4.628384e+03 1.001726e+00
4.628398e+03 9.934664e-01
4.628411e+03 9.888650e-01
4.628426e+03 9.905528e-01
4.628439e+03 9.934102e-01
4.628453e+03 9.949304e-01
4.628467e+03 9.877821e-01
4.628481e+03 9.910949e-01
4.628495e+03 9.949545e-01
4.628509e+03 9.940215e-01
4.628523e+03 9.926217e-01
4.628536e+03 9.870275e-01
4.628551e+03 9.857044e-01
4.628564e+03 9.995554e-01
4.628578e+03 9.834129e-01
4.628592e+03 9.856339e-01
4.628606e+03 9.903044e-01
4.628620e+03 9.862208e-01
4.628634e+03 9.890234e-01
4.628648e+03 9.872661e-01
4.628661e+03 9.855934e-01
4.628675e+03 9.899864e-01
4.628689e+03 9.873908e-01
4.628703e+03 9.860868e-01
4.628717e+03 9.844862e-01
4.628731e+03 9.866134e-01
4.628745e+03 9.987218e-01
4.628759e+03 9.957234e-01
4.628773e+03 9.915474e-01
4.628787e+03 9.914861e-01
4.628800e+03 9.983587e-01
4.628815e+03 9.940460e-01
4.628828e+03 9.884574e-01
4.628842e+03 9.852291e-01
4.628856e+03 9.902070e-01
4.628870e+03 9.827209e-01
4.628884e+03 9.815558e-01
4.628897e+03 9.909971e-01
4.628912e+03 9.893068e-01
4.628925e+03 9.888324e-01
4.628939e+03 9.876574e-01
4.628953e+03 9.850343e-01
4.628967e+03 9.864417e-01
4.628981e+03 9.831155e-01
4.628995e+03 9.830387e-01
4.629009e+03 9.870263e-01
4.629022e+03 9.784772e-01
4.629037e+03 9.813850e-01
4.629050e+03 9.860165e-01
4.629064e+03 9.877726e-01
4.629078e+03 9.861102e-01
4.629092e+03 9.858478e-01
4.629106e+03 9.853723e-01
4.629120e+03 9.792231e-01
4.629134e+03 9.853418e-01
4.629148e+03 9.830979e-01
4.629161e+03 9.767622e-01
4.629176e+03 9.689300e-01
4.629189e+03 9.686064e-01
4.629203e+03 9.513443e-01
4.629217e+03 9.305366e-01
4.629231e+03 9.107319e-01
4.629245e+03 8.805077e-01
4.629259e+03 8.482659e-01
4.629273e+03 8.133852e-01
4.629286e+03 7.780075e-01
4.629301e+03 7.477217e-01
4.629314e+03 7.320984e-01
4.629328e+03 7.314795e-01
4.629342e+03 7.409591e-01
4.629356e+03 7.571021e-01
4.629370e+03 7.963443e-01
4.629383e+03 8.276748e-01
4.629398e+03 8.564866e-01
4.629411e+03 8.924723e-01
4.629425e+03 9.146227e-01
4.629439e+03 9.332999e-01
4.629453e+03 9.503123e-01
4.629467e+03 9.649177e-01
4.629481e+03 9.693674e-01
4.629495e+03 9.760973e-01
4.629509e+03 9.831951e-01
4.629523e+03 9.895436e-01
4.629537e+03 9.717295e-01
4.629550e+03 9.740121e-01
4.629564e+03 9.817811e-01
4.629578e+03 9.897819e-01
4.629592e+03 9.833586e-01
4.629606e+03 9.834126e-01
4.629620e+03 9.858766e-01
4.629634e+03 9.897664e-01
4.629647e+03 9.887918e-01
4.629662e+03 9.895482e-01
4.629675e+03 9.869099e-01
4.629689e+03 9.829376e-01
4.629703e+03 9.831561e-01
4.629717e+03 9.882105e-01
4.629731e+03 9.919150e-01
4.629745e+03 9.914607e-01
4.629759e+03 9.897152e-01
4.629772e+03 9.893517e-01
4.629787e+03 9.903982e-01
4.629800e+03 9.931311e-01
4.629814e+03 9.839723e-01
